,Description,Date,Month,Year,Shooting,Local,Latitude,Longitude,zipcode
7211,FRAUD,12/1/2014,12,2014,No,No,42.26170136,-71.11385455,02136
7212,InvPer,5/11/2014,5,2014,No,No,42.34795635,-71.13625454,02134
7213,OTHER LARCENY,2/9/2014,2,2014,No,No,42.31783935,-71.06411546,02125
7214,DISORDERLY,12/22/2014,12,2014,No,No,42.27890965,-71.16090223,02132
7215,VAL,3/19/2014,3,2014,No,No,42.35378135,-71.13903954,02134
7216,AGGRAVATED ASSAULT,7/22/2014,7,2014,No,No,42.31955072,-71.08719262,02119
7217,TOWED,12/8/2014,12,2014,No,No,42.27021137,-71.10383956,02126
7218,MedAssist,4/23/2014,4,2014,No,No,42.38069134,-71.02957958,02128
7219,RESIDENTIAL BURGLARY,6/11/2014,6,2014,No,No,42.27052579,-71.12537671,02136
7220,MedAssist,2/3/2014,2,2014,No,No,42.32917135,-71.08723955,02119
7221,PersLoc,10/16/2014,10,2014,No,No,42.34671468,-71.09486018,02215
7222,PropFound,10/8/2014,10,2014,No,No,42.34549135,-71.07169456,02116
7223,VAL,8/2/2014,8,2014,No,No,42.30926135,-71.07422456,02121
7224,PropLost,4/28/2014,4,2014,No,No,42.33950635,-71.06938956,02118
7225,OTHER LARCENY,3/11/2014,3,2014,No,No,42.30234264,-71.08540163,02121
7226,BENoProp,12/18/2014,12,2014,No,No,42.29500136,-71.06170957,02122
7227,TOWED,12/31/2014,12,2014,No,No,42.31185415,-71.05910669,02125
7228,FRAUD,5/10/2014,5,2014,No,No,42.34878134,-71.08206955,02199
7229,InvPer,5/10/2014,5,2014,No,No,42.28941636,-71.06051457,02124
7230,InvPer,10/19/2014,10,2014,No,No,42.28877455,-71.08353344,02124
7231,DRUG CHARGES,12/2/2014,12,2014,No,No,42.3286598,-71.08561842,02119
7232,VAL,11/15/2014,11,2014,No,No,42.26644137,-71.10087955,02126
7233,DRUG CHARGES,10/30/2014,10,2014,No,No,42.35624135,-71.06218957,02108
7234,MedAssist,12/16/2014,12,2014,No,No,42.34329635,-71.0779174,02118
7235,DRUG CHARGES,3/7/2014,3,2014,No,No,42.37896134,-71.05932957,02129
7236,VAL,3/9/2014,3,2014,No,No,42.38355134,-71.01770458,02128
7237,PersLoc,5/25/2014,5,2014,No,No,42.28366136,-71.05267457,02122
7238,InvPer,9/26/2014,9,2014,No,No,42.35868598,-71.12989619,02134
7239,VAL,3/1/2014,3,2014,No,No,42.28446043,-71.08090735,02124
7240,PhoneCalls,12/17/2014,12,2014,No,No,42.31354635,-71.11406454,02130
7241,VAL,10/20/2014,10,2014,No,No,42.37400634,-71.05887956,02129
7242,AGGRAVATED ASSAULT,6/30/2014,6,2014,No,No,42.35571634,-71.06108956,02108
7243,InvPer,3/20/2014,3,2014,No,No,42.27690342,-71.08629362,02126
7244,MedAssist,6/3/2014,6,2014,No,No,42.38262135,-71.03770457,02128
7245,Argue,5/15/2014,5,2014,No,No,42.30811268,-71.08348925,02121
7246,DRUG CHARGES,7/28/2014,7,2014,No,No,42.31037135,-71.06123456,02122
7247,VAL,8/30/2014,8,2014,No,No,42.34279135,-71.10070455,02215
7248,OTHER LARCENY,10/17/2014,10,2014,No,No,42.34710135,-71.07960455,02199
7249,InvProp,2/15/2014,2,2014,No,No,42.36680134,-71.05965456,02114
7250,VAL,2/20/2014,2,2014,No,No,42.33694238,-71.14959835,02135
7251,SIMPLE ASSAULT,9/20/2014,9,2014,No,No,42.31810643,-71.09023792,02119
7252,VAL,7/29/2014,7,2014,No,No,42.28425137,-71.09153956,02126
7253,OTHER LARCENY,9/22/2014,9,2014,No,No,42.33961135,-71.07249956,02118
7254,MedAssist,11/14/2014,11,2014,No,No,42.25295637,-71.12553954,02136
7255,InvPer,7/17/2014,7,2014,No,No,42.36413634,-71.05409956,02113
7256,MVAcc,4/10/2014,4,2014,No,No,42.34390634,-71.07427455,02116
7257,MedAssist,12/21/2014,12,2014,No,No,42.28830961,-71.05935709,02124
7258,COMMERCIAL BURGLARY,6/24/2014,6,2014,No,No,42.28405295,-71.11241077,02131
7259,PropFound,9/28/2014,9,2014,No,No,42.31906135,-71.04578956,02125
7260,SIMPLE ASSAULT,11/2/2014,11,2014,No,No,42.27239903,-71.08518024,02126
7261,RESIDENTIAL BURGLARY,9/9/2014,9,2014,No,No,42.37901634,-71.03921957,02128
7262,PropLost,6/14/2014,6,2014,No,No,42.34865634,-71.08256955,02199
7263,VANDALISM,5/15/2014,5,2014,No,No,42.34339135,-71.14229453,02135
7264,MedAssist,2/5/2014,2,2014,No,No,42.304699,-71.11011127,02130
7265,SIMPLE ASSAULT,10/26/2014,10,2014,No,No,42.32866635,-71.08355955,02119
7266,VAL,7/29/2014,7,2014,No,No,42.35240635,-71.14059953,02134
7267,WEAPONS CHARGE,10/13/2014,10,2014,No,No,42.28407873,-71.07941605,02124
7268,Argue,9/2/2014,9,2014,No,No,42.31719431,-71.0816955,02119
7269,VAL,11/20/2014,11,2014,No,No,42.33365135,-71.05698957,02127
7270,MVAcc,9/2/2014,9,2014,No,No,42.29446136,-71.08815956,02124
7271,InvPer,9/12/2014,9,2014,No,No,42.34496635,-71.08229456,02115
7272,MedAssist,8/2/2014,8,2014,No,No,42.36177634,-71.05705456,02108
7273,VAL,5/6/2014,5,2014,No,No,42.31117635,-71.06263456,02122
7274,PropLost,1/13/2014,1,2014,No,No,42.33323135,-71.10919955,02120
7275,TOWED,9/27/2014,9,2014,No,No,42.34007135,-71.16614953,02135
7276,InvProp,11/30/2014,11,2014,No,No,42.31856637,-71.08057503,02119
7277,COMMERCIAL BURGLARY,1/16/2014,1,2014,No,No,42.3164411,-71.06582908,02125
7278,PropLost,6/6/2014,6,2014,No,No,42.35981634,-71.05569956,02109
7279,VAL,11/28/2014,11,2014,No,No,42.32653429,-71.1114263,02130
7280,Plates,3/3/2014,3,2014,No,No,42.32365471,-71.07523437,02119
7281,MVAcc,12/4/2014,12,2014,No,No,42.34949135,-71.07219956,02116
7282,OTHER LARCENY,9/17/2014,9,2014,No,No,42.35754362,-71.05886606,02108
7283,WEAPONS CHARGE,6/22/2014,6,2014,No,No,42.32834961,-71.07858581,02119
7284,SIMPLE ASSAULT,11/2/2014,11,2014,No,No,42.26301636,-71.10760455,02126
7285,MedAssist,2/26/2014,2,2014,No,No,42.33223135,-71.03859457,02127
7286,RESIDENTIAL BURGLARY,11/26/2014,11,2014,No,No,42.26975779,-71.09972963,02126
7287,SIMPLE ASSAULT,10/4/2014,10,2014,No,No,42.2619841,-71.10973973,02136
7288,MedAssist,12/23/2014,12,2014,No,No,42.37605134,-71.06513956,02129
7289,VAL,11/26/2014,11,2014,No,No,42.35441135,-71.13539454,02134
7290,VAL,3/12/2014,3,2014,No,No,42.30284136,-71.08522956,02121
7291,OTHER LARCENY,1/17/2014,1,2014,No,No,42.35170634,-71.06273456,02116
7292,OTHER LARCENY,11/29/2014,11,2014,No,No,42.35039089,-71.06598003,02116
7293,TRESPASS,7/19/2014,7,2014,No,No,42.35280082,-71.06096411,02111
7294,AUTO THEFT,6/7/2014,6,2014,No,No,42.37969634,-71.03427458,02128
7295,Service,12/13/2014,12,2014,No,No,42.31777135,-71.08221956,02119
7296,PropLost,4/24/2014,4,2014,No,No,42.28474136,-71.06457957,02124
7297,DRUG CHARGES,12/30/2014,12,2014,No,No,42.32732135,-71.05255456,02125
7298,Ballist,5/11/2014,5,2014,No,No,42.30207637,-71.06576958,02122
7299,DRUG CHARGES,8/3/2014,8,2014,No,No,42.37299134,-71.03483457,02128
7300,TOWED,9/29/2014,9,2014,No,No,42.38792134,-71.00468457,02128
7301,DISORDERLY,8/27/2014,8,2014,No,No,42.35586683,-71.05996907,02110
7302,OTHER LARCENY,5/1/2014,5,2014,No,No,42.3489982,-71.13910648,02135
7303,VAL,9/29/2014,9,2014,No,No,42.3042069,-71.07917846,02121
7304,InvPer,3/4/2014,3,2014,No,No,42.28917819,-71.12272641,02131
7305,MVAcc,2/11/2014,2,2014,No,No,42.29189136,-71.09582956,02124
7306,OPERATING UNDER INFLUENCE,4/27/2014,4,2014,No,No,42.31900788,-71.07964071,02119
7307,MVAcc,6/21/2014,6,2014,No,No,42.27011137,-71.09375956,02126
7308,FRAUD,10/7/2014,10,2014,No,No,42.34938895,-71.14242987,02135
7309,SIMPLE ASSAULT,10/6/2014,10,2014,No,No,42.30420135,-71.06099956,02122
7310,SexReg,4/15/2014,4,2014,No,No,42.33325635,-71.07289955,02118
7311,PropFound,10/25/2014,10,2014,No,No,42.31531069,-71.10146781,02130
7312,SIMPLE ASSAULT,6/2/2014,6,2014,No,No,42.33109591,-71.09038894,02119
7313,LARCENY FROM MOTOR VEHICLE,2/2/2014,2,2014,No,No,42.35105404,-71.0654846,02116
7314,InvPer,6/28/2014,6,2014,No,No,42.2780702,-71.12240559,02131
7315,LARCENY FROM MOTOR VEHICLE,7/30/2014,7,2014,No,No,42.34801634,-71.07392956,02117
7316,DRUG CHARGES,4/1/2014,4,2014,No,No,42.25642136,-71.12394954,02136
7317,Ballist,5/29/2014,5,2014,No,No,42.27237317,-71.07526692,02126
7318,Argue,8/15/2014,8,2014,No,No,42.35465114,-71.13045046,02134
7319,DRUG CHARGES,11/3/2014,11,2014,No,No,42.31037135,-71.06123456,02122
7320,SIMPLE ASSAULT,4/6/2014,4,2014,No,No,42.36394634,-71.05943956,02114
7321,32GUN,3/28/2014,3,2014,No,No,42.32684135,-71.05641456,02127
7322,VAL,1/18/2014,1,2014,No,No,42.30213136,-71.06012957,02122
7323,VAL,10/14/2014,10,2014,No,No,42.29892545,-71.07692328,02121
7324,OTHER LARCENY,9/28/2014,9,2014,No,No,42.32543556,-71.06387302,02125
7325,VAL,2/7/2014,2,2014,No,No,42.2862501,-71.07770745,02124
7326,COMMERCIAL BURGLARY,8/28/2014,8,2014,No,No,42.35285361,-71.05285529,02210
7327,FIRE,7/1/2014,7,2014,No,No,42.28928136,-71.07583456,02124
7328,AGGRAVATED ASSAULT,7/15/2014,7,2014,No,No,42.35797135,-71.12648954,02134
7329,VAL,6/12/2014,6,2014,No,No,42.31636136,-71.08289956,02121
7330,InvProp,5/20/2014,5,2014,No,No,42.37797634,-71.06169956,02129
7331,VANDALISM,4/11/2014,4,2014,No,No,42.28049136,-71.09260955,02126
7332,VAL,6/7/2014,6,2014,No,No,42.28608136,-71.09091956,02124
7333,SIMPLE ASSAULT,7/1/2014,7,2014,No,No,42.38440134,-71.01543958,02128
7334,PropFound,3/2/2014,3,2014,No,No,42.33372337,-71.09095643,02120
7335,FORGERY,6/11/2014,6,2014,No,No,42.30686135,-71.05859956,02122
7336,MVAcc,9/12/2014,9,2014,No,No,42.33260135,-71.07226956,02119
7337,InvPer,5/30/2014,5,2014,No,No,42.35428135,-71.13188954,02134
7338,MVAcc,2/26/2014,2,2014,No,No,42.33384135,-71.09911955,02120
7339,MedAssist,6/30/2014,6,2014,No,No,42.37076134,-71.03928957,02128
7340,MVAcc,1/4/2014,1,2014,No,No,42.29493636,-71.11907454,02131
7341,MedAssist,8/20/2014,8,2014,No,No,42.34733135,-71.06439957,02111
7342,MVAcc,8/6/2014,8,2014,No,No,42.31449136,-71.09134956,02121
7343,Ballist,7/4/2014,7,2014,No,No,42.30867745,-71.06845603,02125
7344,DRUG CHARGES,3/14/2014,3,2014,No,No,42.34986409,-71.14529739,02135
7345,FIRE,9/24/2014,9,2014,No,No,42.32182111,-71.07328139,02119
7346,PersMiss,7/13/2014,7,2014,No,No,42.28025478,-71.07221866,02124
7347,InvPer,8/31/2014,8,2014,No,No,42.29447709,-71.05657121,02122
7348,FRAUD,4/1/2014,4,2014,No,No,42.3098405,-71.10050736,02130
7349,OTHER LARCENY,6/3/2014,6,2014,No,No,42.27349256,-71.08082218,02126
7350,VAL,5/6/2014,5,2014,No,No,42.32530135,-71.07213456,02119
7351,VAL,10/3/2014,10,2014,No,No,42.30573833,-71.07943119,02121
7352,DRUG CHARGES,3/10/2014,3,2014,No,No,42.34130529,-71.0547108,02127
7353,COMMERCIAL BURGLARY,8/8/2014,8,2014,No,No,42.28537972,-71.12927335,02131
7354,OTHER LARCENY,10/10/2014,10,2014,No,No,42.32649976,-71.09224418,02119
7355,VAL,9/8/2014,9,2014,No,No,42.3849354,-71.02035751,02128
7356,DRUG CHARGES,8/5/2014,8,2014,No,No,42.33551635,-71.07438456,02118
7357,TOWED,5/14/2014,5,2014,No,No,42.33409135,-71.03992457,02127
7358,Service,9/6/2014,9,2014,No,No,42.31125635,-71.11448455,02130
7359,Plates,8/9/2014,8,2014,No,No,42.25659656,-71.14444554,02136
7360,AUTO THEFT,10/2/2014,10,2014,No,No,42.29348636,-71.07991456,02124
7361,InvProp,4/29/2014,4,2014,No,No,42.30743135,-71.08382956,02121
7362,SIMPLE ASSAULT,12/5/2014,12,2014,No,No,42.36493691,-71.06055366,02114
7363,PersLoc,11/17/2014,11,2014,No,No,42.28574136,-71.08764456,02124
7364,DISORDERLY,11/11/2014,11,2014,No,No,42.32466063,-71.10620622,02130
7365,TOWED,5/29/2014,5,2014,No,No,42.28465258,-71.07842092,02124
7366,Gather,5/25/2014,5,2014,No,No,42.31494135,-71.11409454,02130
7367,MVAcc,1/11/2014,1,2014,No,No,42.31880136,-71.11213955,02130
7368,InvPer,12/2/2014,12,2014,No,No,42.35358988,-71.07254873,02116
7369,OTHER LARCENY,12/2/2014,12,2014,No,No,42.37155634,-71.03899457,02128
7370,MedAssist,12/24/2014,12,2014,No,No,42.33271635,-71.03527957,02127
7371,AUTO THEFT,3/20/2014,3,2014,No,No,42.29306636,-71.13757454,02131
7372,VAL,3/15/2014,3,2014,No,No,42.27893137,-71.11679955,02131
7373,Arrest,3/19/2014,3,2014,No,No,42.28059136,-71.08343455,02126
7374,Service,7/26/2014,7,2014,No,No,42.30755136,-71.05844957,02122
7375,BENoProp,4/20/2014,4,2014,No,No,42.34721134,-71.08799955,02215
7376,Service,6/30/2014,6,2014,No,No,42.31308135,-71.07640456,02121
7377,AGGRAVATED ASSAULT,9/10/2014,9,2014,No,No,42.25847905,-71.1218072,02136
7378,InvProp,11/18/2014,11,2014,No,No,42.31202315,-71.0855377,02121
7379,SIMPLE ASSAULT,5/23/2014,5,2014,No,No,42.33000135,-71.09130955,02119
7380,AUTO THEFT,2/16/2014,2,2014,No,No,42.38009518,-71.02561596,02128
7381,MVAcc,4/22/2014,4,2014,No,No,42.32165635,-71.06254456,02125
7382,VAL,11/27/2014,11,2014,No,No,42.35168135,-71.12126954,02215
7383,VAL,2/8/2014,2,2014,No,No,42.38658634,-71.00693958,02128
7384,OTHER LARCENY,11/1/2014,11,2014,No,No,42.36310634,-71.05618956,02113
7385,SIMPLE ASSAULT,9/17/2014,9,2014,No,No,42.35035635,-71.07631956,02116
7386,VANDALISM,2/20/2014,2,2014,No,No,42.35233135,-71.05813957,02111
7387,SIMPLE ASSAULT,7/7/2014,7,2014,No,No,42.37998134,-71.02705457,02128
7388,32GUN,4/1/2014,4,2014,No,No,42.28130636,-71.09251455,02126
7389,Service,6/28/2014,6,2014,No,No,42.31251177,-71.08761157,02121
7390,MedAssist,5/19/2014,5,2014,No,No,42.32581635,-71.05463956,02127
7391,PropLost,12/21/2014,12,2014,No,No,42.35296135,-71.13180454,02134
7392,InvPer,4/21/2014,4,2014,No,No,42.32402135,-71.07993956,02119
7393,FRAUD,9/16/2014,9,2014,No,No,42.34498964,-71.14505151,02135
7394,OTHER LARCENY,4/8/2014,4,2014,No,No,42.35322634,-71.06283456,02111
7395,Service,1/20/2014,1,2014,No,No,42.38052634,-71.03703457,02128
7396,SIMPLE ASSAULT,4/4/2014,4,2014,No,No,42.35936164,-71.1315764,02134
7397,MedAssist,9/16/2014,9,2014,No,No,42.36584664,-71.065539,02114
7398,TOWED,9/14/2014,9,2014,No,No,42.34321635,-71.14294454,02135
7399,RESIDENTIAL BURGLARY,12/5/2014,12,2014,No,No,42.28056636,-71.07432456,02124
7400,Argue,12/15/2014,12,2014,No,No,42.30567635,-71.06162456,02122
7401,DRUG CHARGES,10/9/2014,10,2014,No,No,42.31037135,-71.06123456,02122
7402,InvPer,1/27/2014,1,2014,No,No,42.35103464,-71.12657842,02134
7403,PropLost,1/24/2014,1,2014,No,No,42.26787636,-71.09383955,02126
7404,VAL,4/23/2014,4,2014,No,No,42.28756636,-71.10656455,02131
7405,DRUG CHARGES,8/20/2014,8,2014,No,No,42.29016136,-71.07119456,02124
7406,Arrest,8/8/2014,8,2014,No,No,42.33681772,-71.08136663,02118
7407,PersLoc,11/15/2014,11,2014,No,No,42.35591634,-71.06252456,02108
7408,LARCENY FROM MOTOR VEHICLE,5/28/2014,5,2014,No,No,42.28518636,-71.05814957,02124
7409,AUTO THEFT,7/22/2014,7,2014,No,No,42.34498964,-71.14505151,02135
7410,MedAssist,1/17/2014,1,2014,No,No,42.35936134,-71.14004454,02135
7411,PropLost,3/15/2014,3,2014,No,No,42.31668135,-71.09740455,02119
7412,InvPer,11/3/2014,11,2014,No,No,42.33532135,-71.07462956,02118
7413,ROBBERY,12/25/2014,12,2014,No,No,42.35324634,-71.06101456,02111
7414,WEAPONS CHARGE,2/12/2014,2,2014,No,No,42.33566135,-71.08045956,02118
7415,MedAssist,4/6/2014,4,2014,No,No,42.32215127,-71.10087023,02130
7416,Service,6/2/2014,6,2014,No,No,42.28486136,-71.09132455,02124
7417,MedAssist,12/4/2014,12,2014,No,No,42.28486136,-71.09132455,02124
7418,VAL,3/20/2014,3,2014,No,No,42.30739136,-71.10905955,02130
7419,Hazardous,5/24/2014,5,2014,No,No,42.35174635,-71.16590953,02135
7420,DRUG CHARGES,1/14/2014,1,2014,No,No,42.28357136,-71.05564957,02122
7421,OTHER LARCENY,6/13/2014,6,2014,No,No,42.35173635,-71.12175454,02215
7422,VAL,1/22/2014,1,2014,No,No,42.31287527,-71.09567308,02119
7423,PersLoc,5/5/2014,5,2014,No,No,42.30017135,-71.05590957,02122
7424,OTHER LARCENY,3/4/2014,3,2014,No,No,42.36272959,-71.05875616,02114
7425,DRUG CHARGES,10/18/2014,10,2014,No,No,42.35602134,-71.06174456,02108
7426,VANDALISM,9/14/2014,9,2014,No,No,42.28084619,-71.11892631,02131
7427,VANDALISM,5/2/2014,5,2014,No,No,42.28646636,-71.09008955,02124
7428,TOWED,6/26/2014,6,2014,No,No,42.32897195,-71.10094089,02120
7429,AUTO THEFT,3/21/2014,3,2014,No,No,42.30266861,-71.06601998,02122
7430,SIMPLE ASSAULT,9/11/2014,9,2014,No,No,42.36231028,-71.06198357,02114
7431,VANDALISM,4/14/2014,4,2014,No,No,42.25540623,-71.12074251,02136
7432,ROBBERY,10/21/2014,10,2014,No,No,42.30821136,-71.08128956,02121
7433,SIMPLE ASSAULT,4/23/2014,4,2014,No,No,42.34891134,-71.08155955,02199
7434,PropLost,12/31/2014,12,2014,No,No,42.35617135,-71.06943956,02116
7435,COMMERCIAL BURGLARY,3/21/2014,3,2014,No,No,42.33581135,-71.05569956,02127
7436,SIMPLE ASSAULT,8/9/2014,8,2014,No,No,42.33614915,-71.0467171,02127
7437,PersLoc,4/6/2014,4,2014,No,No,42.36608634,-71.03206957,02128
7438,PersLoc,5/23/2014,5,2014,No,No,42.29035956,-71.12090609,02131
7439,MVAcc,11/28/2014,11,2014,No,No,42.34058135,-71.08173956,02118
7440,PropFound,1/13/2014,1,2014,No,No,42.36009134,-71.05581956,02109
7441,FORGERY,10/6/2014,10,2014,No,No,42.28405295,-71.11241077,02131
7442,TRESPASS,7/24/2014,7,2014,No,No,42.35407635,-71.12794954,02134
7443,VANDALISM,3/11/2014,3,2014,No,No,42.34933635,-71.07279456,02116
7444,DRUG CHARGES,10/2/2014,10,2014,No,No,42.34995728,-71.06347845,02111
7445,FIRE,4/26/2014,4,2014,No,No,42.34326135,-71.10258955,02215
7446,TOWED,4/29/2014,4,2014,No,No,42.32641135,-71.10009955,02130
7447,LARCENY FROM MOTOR VEHICLE,5/22/2014,5,2014,No,No,42.35628134,-71.06949956,02108
7448,InvPer,2/8/2014,2,2014,No,No,42.3286598,-71.08561842,02119
7449,OTHER LARCENY,5/6/2014,5,2014,No,No,42.35241135,-71.12727454,02134
7450,32GUN,11/1/2014,11,2014,No,No,42.28714136,-71.14857453,02132
7451,VANDALISM,5/31/2014,5,2014,No,No,42.38061134,-71.02563457,02128
7452,AUTO THEFT,3/28/2014,3,2014,No,No,42.27074636,-71.10749956,02126
7453,SIMPLE ASSAULT,8/15/2014,8,2014,No,No,42.34618135,-71.09862455,02215
7454,SIMPLE ASSAULT,3/4/2014,3,2014,No,No,42.31614635,-71.09793955,02119
7455,VANDALISM,6/12/2014,6,2014,No,No,42.28778136,-71.06794455,02124
7456,PhoneCalls,11/1/2014,11,2014,No,No,42.32917135,-71.08723955,02119
7457,VAL,8/1/2014,8,2014,No,No,42.30251135,-71.05957457,02122
7458,PersLoc,1/11/2014,1,2014,No,No,42.29141787,-71.06169825,02124
7459,InvPer,11/14/2014,11,2014,No,No,42.33307135,-71.10159455,02120
7460,Argue,12/13/2014,12,2014,No,No,42.2965098,-71.0596827,02122
7461,OTHER LARCENY,3/4/2014,3,2014,No,No,42.32347356,-71.10808928,02130
7462,SIMPLE ASSAULT,10/1/2014,10,2014,No,No,42.35170634,-71.06273456,02116
7463,OTHER LARCENY,5/2/2014,5,2014,No,No,42.29989136,-71.06425457,02122
7464,MVAcc,9/14/2014,9,2014,No,No,42.30637301,-71.0843636,02121
7465,InvPer,8/8/2014,8,2014,No,No,42.35101634,-71.06464956,02116
7466,VANDALISM,4/15/2014,4,2014,No,No,42.31667136,-71.05540456,02125
7467,Restrain,5/20/2014,5,2014,No,No,42.30769135,-71.06902456,02125
7468,OTHER LARCENY,12/30/2014,12,2014,No,No,42.31107494,-71.09237726,02121
7469,TOWED,10/30/2014,10,2014,No,No,42.35490635,-71.14928453,02135
7470,PersLoc,1/22/2014,1,2014,No,No,42.28087136,-71.08036456,02124
7471,TOWED,9/22/2014,9,2014,No,No,42.38548264,-71.01680269,02128
7472,FRAUD,4/6/2014,4,2014,No,No,42.29602162,-71.06599156,02124
7473,FRAUD,8/19/2014,8,2014,No,No,42.30835635,-71.11126455,02130
7474,HOMICIDE,1/18/2014,1,2014,Yes,No,42.28009137,-71.09273956,02126
7475,BENoProp,10/31/2014,10,2014,No,No,42.34684635,-71.07138456,02116
7476,Arrest,7/15/2014,7,2014,No,No,42.36138634,-71.06056456,02203
7477,SIMPLE ASSAULT,2/25/2014,2,2014,No,No,42.28106636,-71.06925456,02124
7478,Restrain,11/4/2014,11,2014,No,No,42.28962949,-71.0704631,02124
7479,Service,5/19/2014,5,2014,No,No,42.35236135,-71.06259957,02116
7480,OTHER LARCENY,1/30/2014,1,2014,No,No,42.33281635,-71.07256956,02119
7481,Service,12/1/2014,12,2014,No,No,42.35233135,-71.05813957,02111
7482,VAL,9/26/2014,9,2014,No,No,42.32124135,-71.07750956,02119
7483,InvPer,5/8/2014,5,2014,No,No,42.31020528,-71.08305253,02121
7484,DRUG CHARGES,6/4/2014,6,2014,No,No,42.28486136,-71.09132455,02124
7485,InvProp,2/1/2014,2,2014,No,No,42.28660136,-71.07330957,02124
7486,Argue,9/10/2014,9,2014,No,No,42.27027706,-71.12468513,02136
7487,PhoneCalls,12/28/2014,12,2014,No,No,42.27746141,-71.119355,02131
7488,SIMPLE ASSAULT,10/4/2014,10,2014,No,No,42.35279135,-71.06757957,02108
7489,OTHER LARCENY,5/28/2014,5,2014,No,No,42.34302135,-71.06493956,02118
7490,SIMPLE ASSAULT,8/11/2014,8,2014,No,No,42.35353389,-71.06241297,02111
7491,SIMPLE ASSAULT,12/29/2014,12,2014,No,No,42.30011498,-71.07108061,02124
7492,VAL,9/1/2014,9,2014,No,No,42.30222635,-71.11442454,02130
7493,SexReg,11/17/2014,11,2014,No,No,42.30294135,-71.05806956,02122
7494,PersLoc,1/22/2014,1,2014,No,No,42.36961634,-71.04161956,02128
7495,InvProp,10/11/2014,10,2014,No,No,42.30708889,-71.12800555,02130
7496,SIMPLE ASSAULT,2/13/2014,2,2014,No,No,42.28907136,-71.06704957,02124
7497,LARCENY FROM MOTOR VEHICLE,3/25/2014,3,2014,No,No,42.30122302,-71.16641489,02467
7498,ROBBERY,5/14/2014,5,2014,No,No,42.33038135,-71.04784957,02127
7499,VAL,3/2/2014,3,2014,No,No,42.31711135,-71.10004955,02119
7500,SIMPLE ASSAULT,1/23/2015,1,2015,No,No,42.29944136,-71.06479957,02124
7501,ROBBERY,5/24/2015,5,2015,No,No,42.27131132,-71.07442685,02126
7502,PubDrink,6/5/2015,6,2015,No,No,42.35027134,-71.07746955,02116
7503,MVAcc,1/21/2015,1,2015,No,No,42.37912999,-71.07417538,02129
7504,VAL,2/14/2015,2,2015,No,No,42.34390135,-71.14475953,02135
7505,Hazardous,2/24/2015,2,2015,No,No,42.34851634,-71.08311455,02199
7506,LARCENY FROM MOTOR VEHICLE,1/9/2015,1,2015,No,No,42.27730636,-71.12312454,02131
7507,PhoneCalls,2/10/2015,2,2015,No,No,42.34818107,-71.15671209,02135
7508,VAL,2/18/2015,2,2015,No,No,42.35517635,-71.14786954,02135
7509,InvPer,3/3/2015,3,2015,No,No,42.34040699,-71.08032261,02118
7510,Police Service Incidents,7/2/2015,7,2015,No,No,42.310434,-71.0613401,02125
7511,VANDALISM,3/9/2015,3,2015,No,No,42.29863538,-71.08511795,02121
7512,OTHER LARCENY,5/1/2015,5,2015,No,No,42.31326635,-71.10073955,02130
7513,LARCENY FROM MOTOR VEHICLE,3/15/2015,3,2015,No,No,42.2979437,-71.0650393,02124
7514,Residential Burglary,6/25/2015,6,2015,No,No,42.33227605,-71.05205462,02127
7515,MedAssist,6/9/2015,6,2015,No,No,42.28629136,-71.09216455,02124
7516,DRUG CHARGES,6/2/2015,6,2015,No,No,42.36164815,-71.05998657,02203
7517,RESIDENTIAL BURGLARY,6/15/2015,6,2015,No,No,42.29258135,-71.08989455,02124
7518,DRUG CHARGES,3/8/2015,3,2015,No,No,42.31909135,-71.04069457,02125
7519,Motor Vehicle Accident Response,7/19/2015,7,2015,No,No,42.29646129,-71.07764877,02124
7520,VANDALISM,5/26/2015,5,2015,No,No,42.32164635,-71.09464955,02119
7521,VAL,3/12/2015,3,2015,No,No,42.27890636,-71.08025456,02124
7522,MVAcc,4/4/2015,4,2015,No,No,42.28592636,-71.09620455,02126
7523,Towed,6/19/2015,6,2015,No,No,42.34041044,-71.14372963,02135
7524,PropLost,5/30/2015,5,2015,No,No,42.33495566,-71.09373917,02120
7525,LARCENY FROM MOTOR VEHICLE,3/26/2015,3,2015,No,No,42.28728119,-71.11847251,02131
7526,Larceny,7/18/2015,7,2015,No,No,42.33380683,-71.10377843,02120
